,Source,Target,Predicted
118,"Subject: rnd integration|||Divakar: Om, Currently one link is given to your site, we are thinking we should be able to better integrate the site, making your first page the default department page. We will be proposing the changes to your first page that will help the dept. page to pick the content. Please give a thought. Thanks, diva.|||Om: Diva, It does not go from intranet to my site !! Please do the needful. Om|||Om: Divakar, As discussed, 1. On the left side R&D link remove all subfolders. 2. When User clicks on R&D just take him directly to cm/rnd. Instead of showing a page where the link is for R&D. Om|||Om: Diva, Also remove the R&D like bar from Top. Om",Diva asks Om about integrating a site by making the first page a department page. Om lets Diva know that the intranet is disconnected from the site and asks him to help fix it. He also asks Diva to remove some subfolders as well as bar from the top.,Divakar asks Om if he can improve the integration of his site. Om replies that it does not go from intranet to his site. Om
119,"Subject: i had done it but didn't push it live|||Jaime: check it out: HTTP://LINK this is what you want correct? jm|||Richard: yep, that's it. thanks.|||Jaime: sorry. thought i had done it AND pushed it live. only had done it. jm )-;",Jaime provides Richard a link for something Richard wants. Richard confirms it is the link he is looking for and thanks Jaime. Jaime updates Richard on some confusion about whether he pushed the link live.,Jaime tells Richard that he had done it but didn't push it live. Richard says he has done it and pushed it live.
120,"Subject: follow up with biogen|||Richard: It looks like this Siebel has many Biogen USER accounts but no customer CONTACTS or ACCOUNTS. In other words, for purposes of testing, this data is not very useful. One thing we might be able to check is, the USERs are for different countries so theoretically? we should be able to test local pick lists: France, Germany, Benelux. But the old data had more real (test) data. Prakash or Amitabh, please add this to the list to follow up with Biogen. It goes back to the original QA question which was in the email ""Siebel questions"", that is, how do we get a data set loaded with 200 CONTACTS, 50 ACCOUNTS, and associated data?|||Richard: do I not make the point clear in the following mail?|||Prakash: I will send this as a high priority item to Melissa along with the document you are writing. Prakash",Richard notes that current data is not useful for purpose of testing. He then requests a followup with Biogen regarding user accounts  and emphasizes its importance in getting a correct data set. Prakash makes sure to send it as a high priority item to Melissa as well as Richard's current document. .,Richard says that Siebel has many Biogen USER accounts but no customer CONTACTS or ACCOUNTS. Prakash asks Amitabh to add
121,"Subject: latest language changes so far|||Mark: Here are the latest language changes to date I was aware of.  I have tried to incorporate everyone's changes.  If there are other changes which need to go into this document, please let me know. Prasad, If you have things to add, please do so. Thanks. Mark|||Amitabh: the document needs the following: (1) how do you specify an insert operation? (2) how about hrefs/actions? (3) expressions along with xpath syntax to refine searches etc. the designer needs to incorporate the following into the workflow: (1) the notion of state being passed from page to page. this would define what xml documents are available on any given page.|||Amitabh: Also, how is the object in the epr:loop syntax used to refer to the xml document?|||Prasad: *	We need borrow little bit more from Xpath: each element in a path(step in XPATH terminalogy) can have a predicate. Examples: /Activity[@id=""54""]/Order/orderids -- describes orderids that are grandchildren of  activity with an id attribute of 54. In the initial implementation OCA may not support predicates, but the language should include this. *	Insert operation is a kind of form submission operation. We need to define a workflow that automatically generates a form for insert, update, and delete operations. *	A suggestion for Sanajy - Can meta data be treated as an attribute of an element? This provides a uniform frame work for expressing a query using the predicate syntax of XPATH. --prasad",Mark updates everyone on language changes and asks Prasad for feedback. Amitabh offers his technical feedback and suggestions. Prasad gives technical feedback and a suggestion for Sanjay.,Mark gives a list of language changes to date. Amitabh asks Prasad if there are other changes which need to go into the document. Prasad says
122,"Subject: global variables in the emas|||Rishi: Baxish - I'm following up with you in regards to our phone conversation about creating applications for multiple devices by using the same project (i.e. component id). Since USPS is a new project, let's set the proper procedures in place that we can apply to future projects. To solve this problem, I believe that we should perform the necessary switches on one or more of the global variables supported by the EMAS to distinguish the type of device that is requesting information from it. We can then create separate input steps, if needed be, for each device and do rendering accordingly. Here's some stuff I'm copying from our documentation:|||Rishi: Ruth, You wanted me to remind you to find out why the list of global variables do not exist in the new EMAS documentation. Rishi|||Dharma: Rishi, We have rendered usps application on smart phone. Now, we should work on RIM pager. We recevied your suggestion to create application for multiple devices in the same project. Could you please throw some light on implementation of it.   Also Baxish suggested that we can  pass one more parameter like device apart from the opt value. For ex: HTTP://LINK By using the device value in the first screen of the page, we can switch to either RIM step or smartphone step of the screen . We have implemented in one page and it is working fine. Please let us know whether we should  go ahead with this solution? Thanks, Sagar","Rishi is following up with Baxish about a technical issue and provides a a potential fix. He also follows up with Ruth about a reminder. Sagar answers Rishi, asks for some technical feedback, adds a suggestion from Baxish, and gives a potential solution.",Rishi asks Baxish to follow up on a phone conversation about creating applications for multiple devices by using the same project (i.e. component id)
123,"Subject: getting following compilation errors|||Arun: Nathan I just rebased and getting the following compilation errors. I do not see xpatheditor directory in integration stream also. Do you have any idea or Dave only know about that. Thanks arun|||Nathan: Ack.. I wasn't able to delete the files I needed to so I missed this one.. Fixing it now.|||Nathan: You can safely rebase now, the fix is in and baseline has been created.",Arun tells Nathan about some compilation errors he found and asks if he or Dave knows about them. Nathan says the error happened because he was unable to delete some files he needed and he is fixing it. Nathan then emails Arun after it has been fixed.,Arun tells Nathan that he just rebased and getting the following compilation errors. Nathan tells Nathan that
124,"Subject: fleet ae resources and kickoff meeting|||Darshan: I can't remember which AE was going to work on the development for Fleet Leasing?  Can that person attend this kick-off meeting on Tuesday with the plans to start development at that point (unless they want to get a head start depending on current workload)? Also, the Mortgage meeting is on Wednesday, do you know which AE will be working on that project and can they attend the Wednesday meeting also with plans to start development at that time? Thanks. Darshan|||John: Darshan, Sorry for not getting back to you sooner. I was hoping that Ming would prime Fleet Mortgage & that Arun would prime Fleet Leasing. Feel free to invite them to the respective calls.  Note: Diana said that there is some commonality with the apps (possibly in some of the AMLScripts that need to be written), you may want to invite both of them to be at both kickoffs so that they can divide any common work between themselves. Thanks, John|||Darshan: John recommended that it might be beneficial for both of you to attend both kick-off meeting conference calls as there might be the possibility to share work between the two applicaitons based on similiarities.  If you can, that would be great, otherwise maybe we can all meet up afterwards and see if work can be shared. Thanks. Darshan",Darshan requests someone attend an AE development meeting and asks whether the AE working on the project can attend the meeting. John gives Darshan some details about who is in charge of what and whether they should be invited to the meeting. Darshan gives John's recommendations to the team to share the work and otherwise offers to meet up afterwards to complete the work.,Darshan asks John if he knows which AE was going to work on the development for Fleet Leasing. John asks if Ming would prime Fleet Mortgage & that Arun would prime Fleet Leasing.
125,"Subject: mamax status|||Diana: Hi all, We do not have a server at Colo for Mamax yet.  Since the application is running on a demo server, Operations has created a DNS entry for the demo server.  The application is now accessible using the following URL: HTTP://LINK This is the final URL.  Once we have a server at Colo, we would simply point mamax.avocadoit.net to the new server and everything will be transparent to the user.  Please run the application at the address above and let me know if you have any problems. Also just a suggestion, some of the date entries and number imputs defaults to alpha on the phone, the user will need to click 4-5 times to enter a digit.  We can change them to numeric, so that it would make it much simpler for user to enter a string like 01.01.2001.  Let me orknow if you would like to have that updated. Diana|||Peter: Diana, for my understanding? Has this be communicated to Mamax? Or shall we do it? When? Numeric is fine. Thanks. Peter|||Diana: I just talked with Darren, James and him will organize this and communicate back to Mamax for this one time URL change.  Please be sure to use the following URL: HTTP://LINK We will be updating the DNS entry on this when the server change occurs.  It will be transparent to the user. I will also update the input fields to Numeric type. Diana|||Diana: From my conversation with James, we have decided to do the following: 1.  James will keep the server in UK running for the time being and Operations will set up a box at Colo to replicate the application in San Jose. 2.  Since we need to provide a direct IP address instead of a DNS entry, as soon as we have a server set up at Colo, I would provide the final IP address to James.  The final URL of the application will be finalIP/mmx.wml. Please let me know should there be any issues.  Meanwhile, please still test the application at HTTP://LINK and inform me any errors. Diana|||Werner: Hi Diana, if you have the server set up at Colo, could you please also provide me with the final IP address ? Thanks a lot Werner",Diana updates everyone about Mamax status and provides a link to run an application. Peter asks if they have told Mamax yet or if they will. Diana provides another link for testing and updates everyone on what they have decided and also asks for testing feedback. Werner asks Diana for an IP address.,Diana tells everyone that they do not have a server at Colo for Mamax yet. Peter asks Diana if
126,"Subject: palmsource 2000 tradeshow/conferences this tues - thurs.|||John: Team, Ajay has informed us that he won't be able to attend the PalmSource 2000 tradeshow/conference this Tues-Thurs. If anyone of you would like to attend, please coordinate with Parnian per the e-mail below (since I believe she has Ajay's badge). Thanks, John|||Parnian: John I do have my conf. badge, but not Ajay's. Debbie Margulies must have it. So, for that badge please coordinate directly w/ Debbie. I will also be glad to share mine. The point of contact for pick up/drop off and exchanging of the badge will be Debbie, who will be at the convention and can be reached via her cel phone to bring the badge to the person at the door. I will be using it Tues. afternoon, Wed. morning, and Th 11:00-1:00. Please make sure the badge is given to Debbie at end of each person's visit. Thanks, Parnian|||John: FYI - Debbie M is the person who has Ajay's badge & can coordinate it's use.|||Debbie: FYI - the conference is Monday - Friday I did not pick up any badges. Someone will need to go to registration and pick up Ajay's badge. Did anyone coordinate to pick up Prakash's badge and use it? He is out of town, and will miss most of the conference. (We get five (5) complimentary Conference passes (All 5 are reserved for Rajeev, Prakash, Rayhan, Ajay & Parnian) See HTTP://LINK for detailed information dbm Debbie|||Jennifer: Prakash will need his pass for tomorrow. I will call Sanjay to let him know. Thank you Jennifer",John tells his team Ajay can't make a conference and asks if anyone would like to go. Parnian says she doesn't have Ajay's badge but can share hers. Debbie provides more details on how to use the badges and gives a link. Jennifer reminds everyone Prakash needs a pass and says she will call Sanjay.,"John tells team Ajay won't be able to attend the PalmSource 2000 tradeshow/conference this Tues-Thurs. Parnian tells John he has his conf. badge, but not Aja"
127,"Subject: please switch to the ""new offline"" in our cvs main line ...|||Keith: Hi Shane, Since drop 1 went out yesterday, please switch cvs to use the ""new Offline"" from the SJ Palladium branch sometime today. Thanks, Keith|||Shane: That is not a problem. The problem is (and i hear it is being addressed) is that unless the utility that generates schema.xml also generates the non-synchronized EBC's (profile/lastdownload/etc), then the applications will be broken after being built. Should i move the changes in regardless?|||Geoff: Yes.  Schema.xml will catch up.|||Scott: I've just about got this finished, I'm just in the testing an packaging phase.","Keith asks Shane to switch cvs to a new version, since the old version is down. Shane says that is fine, but the change may create a problem with the applications and asks whether he should change it anyway. Geoff says yes as a schema will catch up, and Scott is testing and packaging but is almost finished.","Keith asks Shane to switch cvs to use the ""new Offline"" from the SJ Palladium branch sometime today. Shane replies that it is not a problem."
128,"Subject: status report for bmo nesbitt burns respond pilot|||James: On the Beowulf homepage: HTTP://LINK James|||Sujan: James, We are supposed to get an assessment & estimate from Al on the work required for the consulting services we have agreed to pay for. Do we have a date when we can expect this? /Sujan|||James: No.  We do not have a date.  Who is dealing with Al on this?  Is anybody? James|||Sujan: No one else. You should be the liason to Al.|||James: Al is away today.  I am supposed to meet with Al and a BMO security person on Tuesday afternoon.  I will talk to him about it then. James|||James: I talked to Al about his estimates for the pilot project, and he said that he had passed his estimates to Heather.  He would like us to work through Heather for the estimates. Would you like me to talk with Heather, or would it be better for you / D'Arcy to do that? James|||Sujan: No, we'll talk to Heather.",Sujan reminds James of an appointment. James says there is no date and asks if anyone else is responsible. Sujan says no one else. James says Al is away. James than updates Sujan about Al giving his estimates to Heather and asks if he needs to talk to her. Sujan says he will talk to Heather.,James tells Sujan that he is supposed to get an assessment & estimate from Al on the consulting services they have agreed to pay for. James tells Sujan that
129,"Subject: jre1.3 and 3.0ga|||Jaigak: I fount that several people installed US English JRE1.3 and were testing Japanese applications with 3.0GA.  There are two downloadable JRE1.3: US English version and international version. The international version only contains i18n.jar which is required for encoding and decoding. So, please make sure that International version JRE1.3 is installed. I think that installation tool also should check this. -Jaigak|||Jaigak: I fount that several people installed US English JRE1.3 and were testing Japanese applications with 3.0GA.  There are two downloadable JRE1.3: US English version and international version. The international version only contains i18n.jar which is required for encoding and decoding. So, please make sure that International version JRE1.3 is installed. I think that installation tool also should check this. -Jaigak|||Howard: Should the installation tool force this?  I think we should document it, but not force it.  That way, if someone just wan't to do US sites, they can without unnecessarily installing another JRE. -Howard|||Srikanth: Howard is right.  Today we document the recommended JRE's to use.  Also installshield has only the capbility of doing version comparsion, such 1.2.2 or 1.3.  I don't think it can distinguish between international and US english. Thanks Srik|||Jaigak: What I meant is that the install tool can check if the build  will be used for international applications. -Jaigak|||Jaigak: Can installshield check if there is i18n.jar under /jre/lib? I think this can be used for checking between English and international version, if needed. Thanks, Jaigak",Jaigak updates everyone about a version of a software and asks everyone to make sure the right version is installed. Howard provides technical feedback and Srik agrees with Howard. Jaigak clarifies about what the install tool checks and asks a technical question about versions.,Jaigak says that several people installed US English JRE1.3 and were testing Japanese applications with 3.0GA.
130,"Subject: looping problem....|||Ray: I am unable to get a loop to work on this page (loop on each employee line item).... The loop keeps coming up empty....no data rendered. If you get it to work, just zip up the persist directory and I'll figure it out from there.  Better yet, I can start a webex and you can show me the majic that makes this happen. Ray|||Shailesh: Ray, Forwarding the zip folder for the identification of the html page mentioned below. You are not able to see the loop length because if you see the view source of the html page there are no rows after the header row .So when you come to this page the script is getting executed and the corresponding data is filled. Try adding the aml page in the application and in flow of the  previous page make script=""true"". Kindly let me know the result. Thanks Shailesh|||Ray: I think you sent me the wrong project.  Its some MCI application with many screens. I'm looking for a loop around the Employee directory for this specific HTML page. Ray|||Shailesh: Forwarding you the project. Shailesh|||Ray: Your project's loop only renders the Table's heading information.  It doesn't get the data rows..... I want to be able to render the Table's data rows..... Deneau, Barbara .... .... Denson, Bradley If I make a loop on the second row, it keeps coming up empty. I can easily start a webex.... Ray|||Dan: good idea to use WebEx to show Shailesh the problem.|||Ray: Thank you very much Shailesh. I'm all set now... Ray",Ray states a problem with looping and offers to make a WebEx. Shailesh offers a suggestion to Ray that says to fix the looping. Ray states to Shailesh he probably sent him an incorrect project. Shailesh then forwards Ray a new project. Ray states the project loop does not render the right thing and wants to render something else. Dan suggets to use WebEx to show Shailesh the problem. Ray says thank you to Shailesh and says his problem is fixed.,Ray says he is unable to get a loop to work on this page (loop on each employee line item). Shailesh asks Ray to forward the zip folder for the identification of the html page. Ray says
131,"Subject: retroactive payment adjustment|||David: Hello Ritesh, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||David: Hello Ashish, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||David: Hello Nihar, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||David: Hello Nora, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||David: Hello Tony, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||David: Hello Sharon, when we calculated your retroactive payment for your recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up for this shortfall. If you have any questions please give me a call or stop by. Thanks.|||Tony: Thanks David. I have been wanting to discuss this with Susan, but didn't get a chance to do so. Thanks for being on top of this. -Tony","David lets Ritesh/Ashish/Nora/Tony/Nihar/Sharon know of a payment adjustment due to an error in calculation, so they will all get more pay this week. Tony thanks David.",David tells Ritesh that when they calculated their retroactive payment for their recent merit increase there was an error in the calculation. As a result this week's paycheck will include an additional payment labeled Retro that will make up
132,"Subject: sp4|||Ann: Howard, Attached is the SP4 readme file. I am still awaiting the information from Glenn, but thought you could review what is there in the meantime. Thanks. Ann|||Howard: Ann, I've put this in Word format so I could enable change tracking.  Here are my comments: -Howard|||Ann: Howard, Here is the updated file with your changes. Is the issue regarding distinguishing between the two JRE versions resolved? I saw you and Ruth in Glenn's office yesterday and I haven't heard anything from him. Thanks. Ann|||Howard: Ann, I don't have any information on how we want to communicate the issue for resolving which JRE we recommend.  You need to get that from Glenn directly. For the issue of a blank entry for a value in the htmloptionlist, you still have a space between the quotes.  We need to either remove the space or change the wording so we refer to an ""empty element"". I didn't mention this earlier, but I think it is bad to mention ""version 3.0 GA"" in the workaround for issue 280.  I think the sentence is better if it simply says ""The standard API class files are not loading."" -Howard|||Ann: Howard, The final changes you requested are made. I'm still waiting for the information from Glenn. He hasn't been in his office for a while so it may be a while before the final file is ready. Possibly after Venk's meeting this afternoon. Will that be a problem? Thanks. Ann|||Howard: We'll manage.  There are other issues as well. -Howard",Howard asks Ann to review a page and provides comments. Ann updates it and then tells Howard about it and asks if there are other issues remaining. Howard tells Ann she will need to ask Glenn for some information. Ann tells Howard Glenn is out and asks if it is a problem. Howard says it is manageable and also mentions other issues.,Ann sends Howard a SP4 readme file and asks if Glenn has updated it. Howard asks if the issue regarding distinguishing between the two JRE versions has been resolved. Ann
133,"Subject: lab access control|||Mark: Steve, Is the new engineering lab going to have access control or should that reader be disabled? Mark|||Steve: That will have access control.|||Mark: Do you know who will have access or who should provide the list?|||Steve: Susan provided a list to Novell with names and types of access for each space. We also walked them through to physically show them which readers need to remain and which to disable.|||Mark: I just talked to Susan a few minutes ago and she said she wasn't sure their would be access on the Eng. Lab.  I'll find out what Novell has and then get back to you. Mark|||Steve: Ugh! Okay, thanks. I can give you who should have access if they don't have anything.",Mark asks Steve about access control to a lab which Steve confirms. Steve says Susan has a detailed list with names and types of access. Mark talks to Susan to confirm which Susan wasn't sure about some things.  Steve offers help with access.,Mark asks Steve if the new engineering lab will have access control or should that reader be disabled. Steve asks
134,"Subject: seebeyond information|||Om: Nihar, In FS meeting Sreeni mentioned that he needs to go through SeeBeyond documents. Could you please provide him the information we have with us? This may be useful to doc also. Om|||Nihar: Jin checked the jar file we got for SeeBeyond - there is no Javadoc (help) in it. I will check one more time with Devi. Glenn, Can we get SeeBeyond (eMux) documentation independent of our contract with them ? Thanks, Nihar|||Glenn: I'll check and get back to you. Glenn.|||Glenn: Nihar, Let me know if the attached doc is what you are looking for. Glenn.|||Jacinda: Is there any basic documentation that describes what their product does, how it works, etc.? --Jacinda|||Glenn: Check out the following links: HTTP://LINK HTTP://LINK HTTP://LINK HTTP://LINK HTTP://LINK Glenn.",Om asks Nihar for information about SeeBeyond. Nihar updates and asks Glenn for help with documentation. Glenn sends a document and asks Nihar if it is the right one. Jacinda asks Glenn about basic documentation and Glenn gives some links.,Om asks Nihar to provide the information he needs to go through SeeBeyond documents. Nihar asks Jin to check the jar file
135,"Subject: envoy/message blaster is netmorf customer|||Ron: Hmm, so what is the impact of the Netmorf demise on Envoy? Alaska?Potential new customer for us? Using NetMorf's SiteMorfer mobile business platform, EnvoyWorldWide (formerly MessageBlaster.com) is now able to extend its pervasive communications service via wireless devices. With SiteMorfer, EnvoyWorldWide can provide an enhanced business-to-business and business-to-enterprise mobile solution, extending its popular MessageBlaster outbound one-to-many communications service, to reach any wireless device such as a Palm VII or WAP-based cellphone. With MessageBlaster, organizations can quickly create and simultaneously disseminate time-critical messages to customers, partners, suppliers and employees. Leveraging a Web-based architecture for ease and scalability, MessageBlaster confirms delivery of business-critical information to the wired or wireless communication device preferred by each recipient - home, office or mobile phone, email, fax, pager, SMS or PDA.|||Ron: What? The announcement? From Unstrung. The block of text is from the netmorf site|||Jon: I really like this...where did you get it?|||Jon: Here is the other message about Envoy and MessageBlaster...not sure exactly what the impact would be on the services we are competing against them for.  See below... Best regards, Jon|||Jon: the part in this string...got it, the Netmorf site. Jon",Ron asks everyone about a company folding and asks what everyone thinks of the effect on their own company would be. Ron then provides technical details and believes it offers a competitive advantage.. Jon says he likes Ron's feedback and provides his own feedback and adds a technical detail.,Ron asks Jon what is the impact of the Netmorf demise on Envoy?
136,"Subject: support of linux for online licensed product|||Richard: Prakash, The question of support of Linux came up at the E*Trade meeting yesterday. As you may know, we are trying to work out a licensing deal with them. As you may also know, they've recently switched to Linux for their infrastructure. Any idea when we'll support Linux? Regards, Richard|||Hideki: Just for your info. My customer, InfoAvenue uses linux backup server for their current production environment. Production server is Solaris Web server plus Win2K. (Of couse, this is not offically supported by AvocadoIT.) They use Red Hat Linux 6.2, Apache+JRUN servlet engine with Sun JVM. Hideki|||Prakash: In order to support Linux as a licensed product we need to do afull QA cycle. This has to happen post 4.0 release. That means after April 5th. However, we have run the platform on Linux and if the need is to support the application (ETrade) only your group can do the App QAin IDC. Steve can he'll in setting up the machine. Prakash|||Prakash: Steve has also run some of our current apps here on a Linux box. Prakash",Richard asks Prakash about Linux support since they are trying to get a deal done. Hideki updates with tech details about a customer that uses Linux. Prakash says a QA cycle is needed to support Linux but says if it is needed only one group can do it and adds Steve is available to help with tech details.,Richard asks Prakash about support of Linux for online licensed product. Hideki asks
137,"Subject: what's new in utlities for 4.6|||Dave: This is what I have so far. Srik would you mind reviewing this for completeness/accuracy/content. Prasad does this overlap too much with other materials for next week - e.g. in the area of the file format changes.  I tried to focus on the changes in the context of Siebel Utilities and I think some overlap should be ok.  Or you can steal some slides if you like. The total time for this .ppt is probably only 1 hour.  However, I think for my TOI on Friday, here, I'll go over the chapter from the developers guide on the <SiebelUI> specification.  I could do something similar next week.  I think the 2 hour estimate should probably stand to allow plenty of time for questions. - Dave.|||Ravi: Dave, I have you for 2 hrs next week for training on Siebel utility and adapter. I hope this is enough. I just spoke to Prasad and he is going to be in the presentation. Ravi|||Ravi: Dave, Please workout with Prasad on what he needs to cover. I think it is better if you make the whole presentation. Prasad will be available during presentation to answer any specific adapter questions. Ravi|||Dave: Yes, I had been thinking of working off the document for the <SiebelUI> specifics - I like the audience to know about the docs and using them in the talk seems like a good idea in that regard.  However,   I will take your suggestion and incorporate more of that into the PPT at the conceptual level. I'll also take a stab at describing the basic adapter processing and run it by Prasad.  Prasad, you are welcome to own any piece of this presentation if you like. I'm not planning to cover the file format or configuration changes generally, other than what is in the PPT I've already sent.  I'm assuming this is covered by other talks. - Dave.","Dave makes a list of new utilities and asks Srik for a review and Prasad for feedback on technical details. Ravi updates Dave on a scheduled training, tells him to work with Prasad, and gives technical feedback. Dave gives a plan with technical details and offers his suggestions.",Dave sends a .ppt to Srik for review. Prasad does this overlap too much with other materials for next week. Ravi
138,"Subject: welcome letter for license shipments|||Tamra: Barry, As part of the shipping task force under our Delivery Team meetings, we have identified items that need to be accomplished.  One is needed from you/your group.  It's time to draft the ""Welcome to AvocadoIT Mr. Customer"" letter to be included in each shipment of our license product.  Can we touch base on this topic? Tamra|||Barry: Sure, although I am not sure that this falls under my responsibility anymore. My role is the travel and transportatio manager as well as the PR substitute. Barry|||Tamra: So who else should be involved?|||Barry: I am not sure who would own this now. Barry",Tamra asks Barry for a draft of a letter about license shipments and asks to meet up. Barry agrees but is not sure if it is his job anymore. Tamra asks Barry whose job it is then and Barry says he is not sure.,"Tamra asks Barry to draft the ""Welcome to AvocadoIT Mr. Customer"" letter to be included in each shipment of our license product"
139,"Subject: tool demo|||David: Rayhan: We need to set up a web ex tool demo for USAA. Please let me know when you are available. Thanks Dave|||Rayhan: I will be in vegas till the 10th.  Any time after that is fine with me. rayhan|||Rayhan: Hi Dave, I am back in town.  When would you like to do the webex for USAA?\ rayhan|||David: I don't think we can do it right now a lot of people are sick there. I will let you know. Thanks Dave",David lets Rayhan know a tool demo needs to be set up and asks when he is free. Rayhan says a later date works for him as he is out of down. Rayhan tells David he is ready to meet. David asks for a delay as a lot of people are ill and says he will let Rayhan know.,Dave asks Rayhan to set up a web ex tool demo for USAA. Rayhan says he will be in vegas till the 10th.
140,"Subject: ecs-evs issues|||Om: Srik, We need to address following issues: 1. When there is error in GETTING HTML page or it is READ PARTIALLY, the EVS annonces (e.g. pdt2000 avocadoit error in reading.....) we should somehow detect the error and announce different message (e.g. the service is not available right now..and bring the caller to menu) Om|||Om: Ravi, After the message is played, can we control the flow.( like,bring the caller to menu) Om.|||Ravi: I don't think you can do that with the current functionality. Ravi|||Om: Srik, can we specify a prompt from ipf file for this or it should be tts? Om",Om gives Srik a list of technical issues to address and offers a suggestion. He also asks Ravi a technical question. Ravi answers no and Om asks Srik a technical question about a prompt.,"Om asks Srik to address the following issues: 1. When there is error in GETTING HTML page or it is READ PARTIALLY, the EVS announces"
141,"Subject: divakar's access|||Nadir: Susan, Is Divakar officially gone? Please let me know so I can disable his access. Thanks Nadir|||Susan: I believe he is, but please double check with Prakash. Thanks, Susan|||Nadir: Prakash, Please advice. Thanks Nadir|||Prakash: Yes. I don't know why there is a confusion. Please see the email I sent out.",Nadir asks Susan about whether Divakar has left so he can disable his access. Susan answers she thinks he is but needs to check. Nadir asks Prakash who answers yes and doesn't know why it's confusing as he sent an email out earlier.,Nadir asks Susan if Divakar is officially gone and asks if he can be disabled
142,"Subject: to improve synchronization speed for the biogen app|||Jaigak: When you test synchronizatoin with Biogen app, you can turn off internationalization. This will reduce a big amount of time. You can turn off I18N by setting the following in OCAConfig.xml: <EnableI18N>false</EnableI18N> By default, it will be turned on. -Jaigak|||Vinayak: Will this parameter disabled when biogen app is in production? We want to have configuration that will be in production. vinayak|||Jaigak: My opinion is that the parameter should be turned off for biogen app in production, especially if we want a big performance improvement for sync. -Jaigak|||Vinayak: The default value in OCAConfig.xml is true for internationalization. Will there be any install changes?",Jaigak tells QA some technical details about synchronization and gives a tip to save time. Vinayak asks when something is disabled since he wants to keep something for production and Jaigak gives feedback that he thinks a parameter should be turned off for higher performance. Vinayak asks a technical question about install changes.,Jaigak tells Vinayak to turn off internationalization when testing synchronizatoin with Biogen app. Vinayak asks if this parameter should be disabled when biogen app is in production.
143,"Subject: test with i18n and en jres|||Roopak: I ran the tes with 5 etrade pages (provided by mahesh). Started the server in both the cases with 500 (in one case 515) sessions, and then ran with 2000 sessions with 15 concurrent. The files are attached, both elapsed time and the statistics Here is the server mean time. i18n: 19905ms en.us: 20791ms Surprsingly the one with i18n is less then the en us. Is this kind of difference always there between runs! Mahesh do you have any idea? Roopak|||Prasad: Mahesh, Why is server mean time for all requests so high?  The number seems more like a cumulative than mean time. Are we going to fix these labels? All these numbers look bogus to me. I guess that I raised these questions in the past too. I am not convinced that we did a thorough investigation. Ravi, Please give me an estimate of when these things will be done. We need a closure on this. thanks --prasad|||Ravi: Roopak is going to run again with production set to ""true"". The theory is that AML subsystem is taking lot more time due to production set to ""false"". Let's confirm this. Ravi|||Mahesh: Try a few more runs. Maybe, 3 total runs. There are some variations possible. But not too much. Mahesh","Roopak updates everyone on a test he ran, provides technical details and results he seems surprised by, and asks Mahesh for feedback. Prasad asks Mahesh why server times are high and asks Ravi for an update on some tasks. Ravi says Roopak will run the test again with some changes to test a theory and Mahesh gives technical details.",Roopak runs a test with i18n and en jres. Prasad asks Mahesh why the server mean time for all requests is so high. Ravi asks
144,"Subject: help desk ?|||Dan: Hi David, Do you use the HelpDesk or can I just email you directly ? In any case, can you please help me with 2 things for the Verizon demo in NYC next week ? - Need to get a GTE phone with WAP service for demo. - Need to get cables for my Sprint phone (QualCom TouchPoint) so I can use for wireless modem for my laptop. Thanx, Dan.|||David: No, just come to me directly....In regards to you message, I need some clarification. You need a phone with GTE service, but what kind of phone do you want... Next, you mention a Sprint phone (Qualcom Touchpoint) Is this a Qualcom phone or a Sprint Touchpoint or both. Let me know and I'll get you what you need....Oh yea, what day is the meeting? Thanks|||Dan: Hi David, I got the Sprint cables you left on my chair - Thank You !!! The GTE phone would be nice, but I think Scott bought his own and we could use that one, but a 2nd phone would be nice and useful in future when Scott's phone is unavailable. Verizon meeting is June 14 in NYC/NJ. Thanx, Dan.|||David: Actually, I got that phone for Scott last week, and there are two more on the way. You'll have them monday. David|||Dan: Excellent, Thank You ! Dan.",Dan asks David whether he uses a certain function and also for help about a demo. David says to just come directly to him for help and asks Dan what type of phone he needs. Dan updates David about cables who also updates Dan about phones. Dan thanks David.,Dan asks David if he uses the HelpDesk or can he just email him directly . Dan says he needs to get a GTE phone with WAP service for the Verizon demo in NYC next week.
