,Source,Target,Predicted
42,"Subject: license product cd and docs|||Lisa: Doug, Here is your first chance at issuing a CD and Docs via the license process established... Please send a CD to Sujan at AvocadoIT Canada.  If you can forward the docs through a zip file, that would be best.  They can then print them in the office. Let me know if you have any questions. Thanks, Lisa|||Doug: Where do I ship to? The process is not quite ready, but I will get her what she needs.  The documentation is included on the CD. Douga..|||Lisa: Actually, why don't you give it to me and I'll track down D'Arcy and have him bring it back with him. BTW, Sujan is a HE.|||Doug: After I got your email, I said why not go through the process and see if there are any large gaps.  I started the process already, but can stop it and just get the CD. Let me know what you want. Thanks, Douga..|||Lisa: Let's get the CD, I would like to send it back with the team this week. Thanks, Lisa",Lisa asks Doug to get a CD through a new licensing process. Doug asks Lisa where to ship the CD to. Lisa changes her mind about sending the CD and asks Doug just to give it to her to send it through somebody else. Doug says he has already started the process but can stop and just help Lisa get the CD. Lisa agrees to just get the CD in the end.,"Lisa informs Doug of his opportunity to issue a CD and documents through the licensing process. Doug asks for shipping information and advises Lisa that the process is not quite ready. Lisa suggests that Doug give the documents to her, as she will find D'Arcy to collect the documents, and mentions that Sujan is a male. Doug expresses that he decided to see if there were any large gaps in the process, and offers to stop and just retrieve the CD. Lisa asks that Doug get the CD."
43,"Subject: status of sun equipment return|||Susan: Steve, Please let me know what the status is, since today is the deadline. Thanks, Susan|||Steve: The carrier that SUN scheduled, missed their pickup yesterday. I am working with North American Logistics to find out what happened and to reschedule for pickup. I will also notify Sean and ask him to notify the returns folks to extend the time. More later.|||Steve: Latest status. I just spoke with the shipping company, they picked up one box from UUNET although it wasn't from our cage and the person that gave them the box is not any of the contacts we gave them. Delivery is scheduled for tomorrow morning to be delivered same day. I have left Sean at SUN all of the up to date information today as I received it. I will send a status once the servers are gone. Steve|||Steve: All servers delivered and on time (yesterday). If you have any questions, please contact me. Steve",Susan asks Steve and Mark about an equipment return. Steve says the carrier missed the pickup and updates with a reschedule. Steve then updates with the pickup and then schedules a delivery for the next day and says he will update once the servers are gone. Steve then confirms the delivery.,Susan emails Steve about a missed sun equipment dropoff and asks about the status. Steve says he will ask Sean to extend the pick up time. Steve follows up with another email saying the shipping company picked up a box and left the details. Steve adds in one more email that all the servers are delived.
44,"Subject: mobilocity training...|||Amit: Hi Shawn, I received a request from PSG to confirm Mobilocity training for next week. Are they still on? How many people will be coming for training? Also, more importantly can we defer training till early Dec. Right now, only Mobilocity is signed up for training next week. Please let me know at your earliest convenience. Thanks much! Amit.|||Richard: Amit or Shawn, I'm assuming since no one has confirmed that we can reschedule them for early Dec.  Can someone work with Mobilocity to let them know?  Thanks.|||Amit: Richard, We are planning to meet with Mobilocity next week to sign them up as partner. With the Thanksgiving holidays coming up, early Dec seems a more realistic training period. Amit.",Amit informs Shawn of a request to confirm Mobilocity training and asks about details such as time and number of people. More importantly he also asks for the training to be deferred to a different time. Richard asks if it can be rescheduled but would like to let Mobilocity know.. Amit provides Richard with realistic dates for training.,"Amit sends an e-mail to Shawn and Richard asking if the Mobolocity training is still scheduled, and if he can push that back to the training period in Decmber. Richard replies says since no one confirmed the training in December he thinks its ok. Amit replies to Richard, him, and Olivia saying Max from resourcing will reschedule the training, Amit also adds he confirms the training period is December."
45,"Subject: raiders|||Germana: Here ya go.  Let me know whatcha think.  :-) Germana|||Jackie: Wow that was cool. How did you do that? I like the way it looked.  :D|||Germana: Hi Amy, Sorry for the short notice but if you're not doing anything on Saturday, see attached!! Directions are on 2nd slide.  Let me know if you can make it. :-) Germana|||Germana: You're welcome.  Hope to see you!!!","Germana sends Jackie something and asks for her opinion on it. Jackie says she thinks it was cool and likes the way it looked. Germana invites Amy to an event on Saturday, attaches directions, says it's her pleasure, and hopes to see her.",Germana gives some computer files to Jackie. She asks Amy to join her a special event on next Saturday.
46,"Subject: europe contact|||Prakash: The issue of lack of single point of contact came up here today. I think OM should take on thsi role since he is doing a great job as  a project manager. His role would be to make sure that nothing gets dropped and questions from here are answered in a timely manner. Comments? Prakash|||Rajeev: Prakash, Europe should be handled the same way as IDC operations once we have the European ASP product ready. Om can be the single point of contact till the product is ready, after that the AE organization need to designate the single point of contact. Rajeev|||Prakash: Even now ths idea is to have one R&D and one AE point of contact for Europe till the product is ready and they are fully trained. Lisa will nominate one AE and we may even bring someone here for a month or so. Prakash",Prakash states issue of lack of point of contact and suggests Om for it since he is doing well at his job. Rajeev says Europe should be handled the same way and Om can be point of contact until product is ready. Prakash says the idea is to have two points of contact until the product is ready and training is complete and that Lisa will nominate an AE after the product is ready..,Om should be designated as the single point contact between the project and the rest of the team while the European ASP product is being developed. Once the product is ready either R&D will nominate a single point or someone will be sent to develop the product in-office.
47,"Subject: lunch today for elisabeth's birthday|||Elba: Hi everyone, We have reservations at Pedro's at 11:45, PLEASE, we need to leave the office by 11:30 in order to make it on time.  Let's meet by the elevators at 11:30 so we can car pool to the restaurant   :-) If there is a unexpected conflict for you and you won't be able to make it, please let me know. Hope to see everyone! Elba|||Germana: Hello all, I have Elisabeth's card for you to sign.  Let me know when you are in or feel free to stop by my desk. Thanks.|||Elba: We have reservations at Pedro's at 11:45, PLEASE, we need to leave the office by 11:30 in order to make it on time.  Let's meet by the elevators at 11:30 so we can car pool to the restaurant   :-) If there is a unexpected conflict for you and you won't be able to make it, please let me know. Hope to see everyone! Elba",Elba sends an RSVP email of lunch at a restaurant and reminds everyone to be on time and to let her know if they can't make it. Germana says she has Elisabeth's card for everyone to sign and offers to schedule a good time for everyone.,"Elba sends a message to the staff to inform them that they have reservations at Pedro's for Elisabeth's birthday as she requested, and that it is important to leave the office by 11:30 to arrive on time, and proposes to meet at the elevators. Germana replies that she has a card for everyone to sign for Elisabeth's birthday, and Elba sends the same invitation to their own teammates."
48,"Subject: reminder: meeting today 2-4|||David: George: were you going to send out a meeting request for today, Wed 2 - 4 re: territories, quotas, resources, etc?  This is the only time I have today.|||George: david,yesterday at the off-site we change time and day to thursday, 8-11:30|||David: Jackie: Please re-arrange my schedule to accomodate.  Thanks.|||David: must be my old dusty brain. thx.",David asks George if he was sending out a meeting request as this is the only time he has today. George answers the date and time was changed yesterday. David requests Jackie to rearrange his schedule and thanks for.  He also tells George he must have forgot and thanks him.,"David asks George if he was going to request him a meeting about topics like territories, quota and resources for today. George reminds him that they changed the meeting to tomorrow. David commits a mistake and talks about today's meeting time and wonders why George changed that, before admitting his mistake and thanking George for telling him."
49,"Subject: power cable for jornada pocketpc|||Divakar: Arun, I got the PocketPC, HP Jornada 540 Series to IDC last month, but I do not have the power cable for that. I am not sure if I picked or lost it in the transit. I will appreciate if you could ask Michael and get if we have a spare one, otherwise you need to buy and get one. The adaptor is HP F1290A. Need the adaptor and the cable that connects the device also. Thanks, diva.|||Nihar: Divakar, If I need to follow up anything with Mark let me know. We can possibly send some stuff with Deepak. Also - for the duration of next few weeks - can Satya get a cell phone that I can reach him at. I communicate regularly with Madhu on his cell phone - if I can do the same with Satya - it will help us both. Thanks, Nihar|||Nihar: May be this is something that Mark can help us with.|||Divakar: Sorry, I meant it for Mark. -diva.",Divakar tells Arun he got a new machine but doesn't have a power cable and asks Arun for it. Nihar asks Divakar if he needs to follow up anything with Mark and  for some contact information. Nihar states it might be something Mark can help with. Divakar says the email was originally meant for Mark.,Divakar says they sent a pocket pc to IDC but can't find the power cable. They ask Nihar to ask Michael about getting a spare or to purchase one. Nihar says they can send something with Deepak and asks about Satya getting a cell phone for contact. Nihar says this is something Mark can help with. Divakar corrects them self and says their message was indeed supposed to be for Mark.
50,"Subject: sanity process for final release build|||Srikanth: I'd like to document a process to execute as part of sanity testing the release candidate/final build.  Since all of QA is now in San Jose we need to be more aware of all components and pieces. For starters it should include the following.  Ravikumar can you please add to the following and refine it. We can then use your document for the next drop. - On a clean machine - install product on desktop - re-initialize OSA schema (our regular tests should ensure that admin tool can work against old schema if required, part of admin test plan - Sreeni) - add user, profile - install on device using CAB - end to end test the Biogen app Thanks Srik|||Ravikumar: Please go thru the attached 'sanity test document'. Let me know if any addition testing required. Thanks, Ravikumar.|||Srikanth: How do you verify that after following the steps listed int he document that we were using the current information and not any stale data ? Can you add those instuctions to the doc to make it complete ? Maybe the database scripts failed, and since we reuse the userid we are working with the older information. Thanks Srik|||Ravikumar: Updated 'sanity test document' with Srik's comments. It is also available in VSS PATH/Test Plans/Sanity Test for Biogen release.doc Thanks, Ravikumar.",Srikanth wants to document a sanity testing process for QA. Ravikumar tells Srikanth to go through a document and see if any additional testing is needed. Srikanth asks how to verify that information is current and asks to add some instructions to the document. Ravikumar updates the document with Srikanth's comments.,"Srikanth emails Santhosh, Srik, Ravikumar, and Ramesh about how since the QA team is in San Jose the rest of the development team should have a process to properly test development builds. Ravikumar replies with a Sanith test document and asks if additional testing should be added. Srikanth asks Ravikumar how he know that the tests done on the development build are recent and Ravikumar updates the document with the information."
51,"Subject: siebel & australia!!|||Ron: Scott, Do you have any more details on why Siebel is rethinking what they've got or more specific criticism of current offering from ATT, Sprint etc? I ask because I met today with the guy in Aus whose tasked with working with Siebel and would like some ammo for my meeting with him tomorrow. Ron|||Scott: got a call with Roland of Siebel this afternoon to get additional details.  The only comments I have from aT&T and Sprint is that the wireless stuff is ""bad"" right now.  Data point is Sprint PCS PAID for the wireless piece 9 months ago (as a tack on to their Siebel implementation) but DON'T YET USE IT INTERNALLY because of things like poor UI, navigation, just too confusing. AT&T Wireless just signed their Siebel deal more recently, so not as much feedback there. Back to you this afternoon with details from Siebel conversation.  G'day|||Ron: Thanks for this. If you have any additional info, plesae send in next 5 minutes, since thereafter I'll be offline Ron|||Scott: nope - trading phone calls with Roland there (Seibel) - still no more details.","Ron asks Scott about Siebel's current offering as he will need it for a meeting tomorrow. Scott briefs Ron about a call and says the only comments he's received are about the wireless, and to not use something internally yet. Ron thanks Scott and asks him to provide more details but Scott hasn't received any yet.",Ron asks Scott if he has any info regarding Siebel's criticisms regarding AT&T and Sprint. Scott lets Ron know that AT&T and Sprint feel the current wireless offerings are 'bad.' Ron says he will be meeting with Siebel and wants as much info as possible.
52,"Subject: need to create a couple of aliases for checkin/delivery notices|||Srikanth: Nadir I need to create a couple of aliases.  R&D will use this aliases to broadcast deliveyr notices. 3.5_rd_team (for any 3.5 related checkin) - for now let this include only ServicePack members 4.0_rd_team (for any 4.0 related checkin) let this include Offline development EMDS Online team QA team San Application Framework team This is pretty much all of R&D.  Is it possible to create an alias to include all of R&D with exclusions, for example I don't think Prakash or Amitabh might want to see all the delivery emails.  Can they be optionally excluded ? Thanks Srik|||Divakar: I like to add Praveen in for Installer and Sagar and Ajay (QA IDC) also. Satya and Madhu were covered in the offline. Was there a reason for exclusion ? Easy thing is just added IDCRND also into the 4.0 alias, will include Mahesh if he starts doing 4.0 bug fixes, Ritesh is covered in the EMDS. If we do everyone in R&D with exceptions, that will cover everyone. Thanks, diva.|||Sharon: Srik - can we change QA team San to QA_Team - Daisy in Toronto is working on App Framework. thanks, sharon","Srik lets Nadir know aliases need to be created for delivery notices and wonders if everyone should be included in them. Diva says he would like to add everyone, but with a couple of exceptions. Sharon asks Srik for a name change for a team.",Srikanth tells Nadir and Divakar that he wants to create a few different aliases and he wants to exclude some people from receiving them. Divakar wants to add a few people to the aliases and then asks why Srikanth wants to exclude Prakash and Amitabh. Sharon asks Srikanth if they can change the name of the QA_Team_San alias to something else. 
53,"Subject: fyi - netsaint errors|||Craig: I had to reboot .90 while I was at colo and I turned down the rest of the spares, thus the up/down for etrade .90 and the down (permanent and removed from netsaint now) for accenture. shit, this feels like masturbation (ok, feels is a bad word).  I am sending this ops for us to be informed, ok? ok. ok, NOT feels, SEEMS... seems, yeah, that's the ticket. best hairy palm I could come up with. hey nadir!  here's a good skull fuck!  hehehehhehehe Craig|||Steve: Brings a more elaborate image to the term ""fuck yer brains out""...|||Nadir: ROFL... that looks too painfull man......",Craig lists an issue and compares the issue to an adult joke with Operations. Steve makes a funny comment about imagery and Nadir also finds the situation funny.,Craig explains that he had to reboot while he was at colo thus up/down trade .90 and down for accenture. He states that he is sending it to ops so they are informed about this. Steve replies to Craig about an experience that makes Craig's seems mild. Nadir comments that the pain Steve encounters is has awful.
54,"Subject: filing bugs against neon (4.6)|||Srikanth: As QA starts feature testing bugs will be encountered. Feature testing for each feature will begin as indicated in the date on the project plan.  At that time it is assumed that development would have - unit tested - integration tested their feature When filing bugs please make note of the following. - Version: 4.6 - Make version P3 - Bug will be made P1 by managers after reviewing. - Use Blocker, Critical, Moderate accordingly HTTP://LINK New components have been added for the following with default owners: HTMLadapter - Krishna JDBCadapter	- Jaigak DominoAdapter - Ravi Adapter API	- Prasad Schema API, Appl Dictionary API are not exposed explicitly. Managers will re-assign bugs accordingly where appropriate. For the following features use the existing bugzilla components as shown. Feature -	Bugzilla Component User Profile feature - Admin Tool Html Adapter (studio components) - Studio Multiple Data Sources - OCA, OSA Sync Path - Siebel Utility, Siebel Adapter|||Ravi: Srikanth, Can we make default priority to be P1? Initially there will be a lot of bugs which will be MUST-fix. Towards the end of release, we can change the default priority back to P3. Ravi|||Srikanth: Leave the priority as default. Don't specify a value when opeing the bug. Thanks Srik",Srikanth makes a list of filing bugs against neon and notes what features are important to look for. Ravi asks to change the priority for fixing bugs and Srik says it's better not to.,Srikanth explains that there will be bugs found as QA starts feature testing which is expected when new components are added or updated to existing ones. Ravi requests that the default priority be set to P1 at the start to indicate they are MUST-fix bugs. Srikanth rejects the idea and advocates for leaving the priority as default with no set values for when bugs are found and thank Ravi for the observation.
55,"Subject: sharp zaurus device....sl-5500|||Ray: Check out this new device from Sharp. - Its very RIM like with the keyboard attached but with color. - Its linux based. - Its java based; Sun personal java.  In theory, our solution should run on this device too. - Available in early 2002 - HTTP://LINK Perhaps we will see more and more non-PPC 2002 based devices like this in the future. Ray|||Prakash: This is a great  device. I saw thsi in japan six months back. At that time they had no plans to market it in US. If they have now decided to push it here it could take off. It was running a version of Linux at that time. praksh|||Prakash: fyi. A new device in the market. Something that we should keep an eye on. I saw this in Japan about six months back. A combination of Pocket PC and RIM and a very sleek device. Toshi tells me it is the hottest selling PDA in Japan. HTTP://LINK Prakash|||Hideki: Yes, it is great news for me also. The device orginally equipped with Sharp Zaurus OS, very propriery and not open. Linux support give us big oppotunity.  I heard that Sharp Japan is also under consideration to put this to Japanese market. Hideki",Ray asks to check out a new device that he likes and lists some of its details. Prakash says he likes it as well. Prakash updates R&D about the new device and says to keep an eye on it. Hideki responds positively as well and talks about its opportunity.,Ray passes along information about the sharp zaurus and how it should be able to run their solutions. Prakash tells the group he is already familiar with it and that it is a great device. Prakash passes along another notice about a market device in Japan. Hideki tells the group that this is positive news for him and that Sharp Japan is also considering a device for that market.
56,"Subject: so what should i make your last date out to be?|||Rajeev: Sharon, What is your final word on your last date with AvocadoIT? It would be extremely helpful if you could stay till the Biogen Drop 2 codeline is fairly stable and Srikanth is up to speed. I would expect that to happen around April 16th night. I know this does not work with your personal plans so please do not feel obligated to do so if this will mess up your personal life significantly. Rajeev|||Sharon: Thanks Rajeev - My last day wil be the 15th. sharon|||Rajeev: Will you come in on the 15th.|||Sharon: yes, I'll be in the office.",Rajeev asks Sharon about confirmatio for her last date and would like her staying until a code is finished and Srikanth is up to date but does not pressure her to. Sharon gives her date and Rajeev asks to meet. Sharon agrees.,"Rajeev asks Sharon about the date of her last date with . AvocadoIT and asks her to stay until the Biogen Drop 2 codeline is stable, if possible. Sharon says her last day will be the 15th and confirms that she will come into the office that day."
57,"Subject: feedback on channel strategy issues|||Marcia: Venk suggests we call the top tier strategy - ""team selling"" as opposed to ""channels"" to make it clear that the sales force is in charge of driving these initiatives through a SI or high-end partner. I shared some but not all of our preliminary thinking and I think with that one distinction he is on board and is looking forward to seeing our thinking formalized in a short, to the point strategy deck and process flow. Marcia|||Lisa: I've also met with Jim and he is on board.  He has asked to take a stab at the presentation with our input. Any other comments from Venk?|||Marcia: His comments are incorporated into version 2.0.  It was not a good 1:1. mk","Marcia outlines a suggestion Venk provided for a selling strategy, states she shared some of their thinking, and says he asks for further feedback on the team's thought process. Lisa tells Marcia she's also met with Jim and states he's asked for a presentation with input. Marcia then tells Lisa his comments were included and it was not good.",Marcia share that they've been working with Venk to come up with a new stragefy and that team selling as been the official designation chosen as to where it will be implemented. Lisa mentions that Jim is one board as well and has asked for input in the presentations.
58,"Subject: slow...|||Roopak: Tony and Arun were experiencing slow fetching of pages. If you have the same problem, even if you dont please do the following modification to circumvent the problem in log4j.ini (for EMAS) add the following log4j.category.avocadoit.online.parser=ERROR, A1 in designer.ini (for EMDS) add the following(in the log4j section) log4j.category.avocadoit.online.parser=ERROR, A1 This will override the default setting of DEBUG for the avocadoit root. Since the DEBUG is the highest level of debugging parser in particular for large data spends a lot of time in writing the log to the log file/debug file. Thanks Roopak|||Nathan: This is all fine and good but this won't really eliminate the problem.. In a lot of cases when I did a quick search for  'Logger.debug' I found the following type of statements: logger.debug(""navigateButton_actionPerformed ""+ navigateButton.isSelected()); While this looks innocent, it is not encapsulated by an   'if(logger.isDebugEnabled()){   }' This means that there is still the String object creation overhead, in the above example 2 String instantiations happen at the minimum. Logger.java  does have a check to not log if debugging is off, however this only reduces the overhead of the call to log4j (next to nothing) and then the writing to disk.|||Arun: Adding the entry in ini really makes loading the page faster. It was a real pain to open any page before. Anyway, we really need to look at this whole logging mechanism and improve on it. Thanks arun|||Srikanth: Also setting the log4j.category.avocadoit.studio=INFO, A1 in the ini file should help.  the real fix is to change the intialization code in logmanager to make the default priority for the studio category INFO. studioCategory.setPriority(Priority.DEBUG);  // change to INFO Then if one wants to see debug messages they must explicitly set the log4j.category.avocadoit.studio=DEBUG, A1 in the ini file. srik",Roopak tells his team some pages are slow to load and then offers a modification. Nathan says the modification only fixes a surface issue and not the core issue. Arun suggests adding a line of data to make it faster and then states they need to look at the entire system instead of individual issues. Srikanth offers what he believes to be the critical fix and then states it to the whole team.,"Roopak is emailing Srikanth, Avinash, Tony, Pravin, Anand an QAChat, the Email group that he was placed in because the previous group was giving them problems and Amit to let them know that Tony and Arun were experiencing slow fetching of pages.  Roopak gives them the steps that they can take to modify the .ini files for both EMAS and EMDS to alleviate the slow page load times.  Nathan responds and he let's him know that the modifications that he's suggesting will not fix the issue. Arun also confirms that the steps Roopak gave them does fix the page load times.  Srikanth also adds that another fix is to update instances in the logmanager."
59,"Subject: is the india intranet site down?|||Jaime: ruyben; i went to put something on it this morning and it was not up in the network neighborhood and it didn't come up in my browser. i was going to load some more docs. jaime|||Ruyben: Their network seems to be down.  It wasn't working on Friday either.  I haven't checked this morning. If it's urgent check with IT they might know the details. Ruyben.|||Jaime: no it is not urgent, just wanted to upload more files. if you know when it comes up can you let me know. also, when will a comp be ready to view for the marketing intranet. thank you. jaime","Jaime tells Ruyben he was unable to load documents on a network. Ruyben tells Jaime the network is down and asks if it s urgent and says to check with IT if it is. Jaime says no, asks Ruyben if he can update him if it is, and also asks if a comp is ready to view for marketing.",Jaime mentions to Ruyben and the team that the India intranet site is not coming on their browser and asks why this is happening as he wants to upload some files. Ruyben replies Jose and tells him that the site isn't working because their network is down. He tells him that he can confirm with IT if it's really down. Jaime replies Ruyben and tells him when he knows the network is back he should tell him. Ruyben also asks about the status of the marketing intranet.
60,"Subject: e*trade billings ?|||Dan: Hi John, Who would be the best person to find out about all billing with E*Trade ? I need to follow-up with E*T about paying any outstanding bills and would like to get a heads-up on any new billing. Should I talk to Bithi the Proj Mgr ? Thanx, Dan.|||John: Yes Dan, Bithi is the best person for this|||Dan: ok, thanx. Dan						USERNAME@DOMAIN.COM Director of Sales Engineering PHONENUMBER m HTTP://LINK w",Dan asks John about billing with E Trade and says he needs to pay old bills and find out about new ones. He asks whether Bithi is the right person. John tells Dan Bithi is the right person. Dan thanks John.,Dan asks John who he should talk to about outstanding and upcoming bills for E*Trade. John tells Dan that Bithi is the person to talk to .
61,"Subject: leslie v.|||Marcos: btw, sent her our standard consultant agreement with what we talked about 4 mo, renewable, 6K/mo for 60-70 hrs, additional @ 100/hr with prior approval, roll over of up to 20 hours of unused time.  Should I sign the agreement or you? .m.|||Marcia: Depends on your urgency.  I'll be back in the office on Tuesday and can sign or you can if its urgent. MK Marcia|||Marcos: she wants to give notice on monday, so she wanted to have our agreement signed before she did that . . . any prob? .m.|||Marcia: none what so ever Marcia",Marcos updates Marcia about an agreement  with a consultant and asks which one of them should sign. Marcia says either is fine depending on urgency. Marcos updates that it needs to be signed soon and asks Marcia if she is OK with it. Marcia says she is fine.,Marci is asking Leslie and Marcos to review her standard agreement prior to her signing it. She is also asking if she can sign it Tuesday when she is back in the office. Marcos is inquiring if Monday is possible since Leslie wants to give notice. Marci states that Monday is OK.
62,"Subject: service bureau.xls|||Marie: George,  Here is the pricing matrix we developed. Let me know your thoughts. Marie|||Marie: Amit,  The section of the attached spreadsheet with the yellow background is the pricing matrix that we would like to propose to Accenture for the service bureau.  The column for 1 to 50 customers represents a significant discount from our list price which was our initial proposal.  As ACC brings us more customers, the  discount increases, and the customer base benefits from aggregation.  FYI, the maximum concurrent users for E*Trade, which is our largest customer by far, is about 160 users, so the 1 to 50 bucket might cover a large part of ACC's customer base for a long while.  Please note that the matrix provides for discounts for a large customer base at every usage level, so that even if they bring us a large number of heavy users which are priced at a higher individual rate, the total customer base benefits as the volume of customers increases.  George and I would like to meet with you at 7:30 on Monday morning before the call with ACC to go over our proposal. Best regards, Marie|||Amit: Marie, Thanks! Sounds good. Will try and be there by 7:30a assuming no traffic problems. Thx! Amit.|||Marie: Here's the updated pricing matrix (yellow section).  The fee is quoted on a gross basis, but the cost per concurrent user is on a net basis (after Accenture's 25% discount). Marie","Marie gives George a pricing plan and asks for feedback, gives Amit details on how to use the plan, and arranges a meeting with Amit. Amit thanks Marie and gives his availability. Marie posts an updated plan and adds some details.",Marie provides George with a pricing matrix. Marie sends Amit and George the pricing matrix again and details exactly how it works and the benefits in dealing with largest customer E*Trade; she praises the matrix. Then Marie tells Amit she wants to meet to go over the the proposal on Monday morning. Amit replies and says he'll be there to discuss the proposal. Marie finally sends the matrix again to the group.
63,"Subject: help needed with chase.com|||Darshan: Ryan, IDC has just completed a demo for Chase and it is on testsrvr1.  I don't have PC anywhere access to this machine, so could you grab the PQA and test the application (and then forward the PQA to me). I hope this won't take long. Thanks. Darshan|||Ryan: here is the pqa and htm file attached. It seems like the pqa is not pointing to testsrvr1 according the ip address (IPADDRESS). -Ryan|||Ryan: here is pqa that is pointing to testsrvr1 attached. -Ryan",Darshan asks Ryan to help him test an application since he himself is unable to and then forward the information. Ryan provides the information and notes an issue. Ryan resolves the issue and adds the requested file.,Darshan claims not be able to access a demo for Chase on the machine testsrvr1. He asks Ryan to test the application and send him the PQA. Ryan replies to Darshan and provides the file but raises issues with with pqa and htm files. Ryan reviews and corrects the pqa file to point to testsrvr1.
64,"Subject: monitor database|||Sreenivas: The reason that the servers are not showing up is because the server does not have any packets in the databaase.  In 4.5 if the server does not have any records in the database, that server does not show up and you can not monitor that server's database.  In the pick list you will just see 'All Servers'. Thanks Sreenivas|||Divakar: Another help I need for the Dupont, CArlos is on site. Did we test Weblogic and MS-SLQ 2000 ? Do we have the drivers we used. -diva.|||Sreenivas: For Weblogic -  The SQLServer Jdbc driver class file should be copied  probably under PATH\lib, or any     place where weblogic server can look into.  If it is copied under weblogic libraries, the classpath may not need to be modified. The connection parameter is <dburl>jdbc:JSQLConnect://IPADDRESS/database=DESIGNER</dburl> You will have to change the IP address and the database name The driver is <driver>com.jnetdirect.jsql.JSQLDriver</driver> The driver is attached.","Sreenivas tells Diva the reason for an issue with the database. Diva tells Sreenivas he needs help with something and asks a technical question. Sreenivas provides technical details and how to resolve an issue, and attaches a link.","Sreenivas explains that the servers are not showing up because there are no records in the database. Divakar requests to know if Weblogic and MS-SQL 2000 have been tested. Sreenivas provides the requirements for installing and explains background information, then provides the driver."
65,"Subject: new template file for calendar|||Suresh: Richard, Could you copy the attached file calday.htm to the directory PATH\calendar on avocadoit.net replacing the existing file. This is for removing some links for PORTAL. Thanks, Suresh.|||Richard: o.k. I'll take care of this and the welcome notice.|||Richard: This htm file has been installed.  I think it will work without a server restart, let me know if it doesn't. I've looked into changing the welcome message.  There appears to be a way under advanced features but it's not documented.  I'm going to send a message to their support.  I've turned off the welcome notification for now.",Suresh asks Richard to copy an attached file to a directory that will help remove some existing links. Richard agrees to do that and a welcome notice. Richard then updates Suresh and Deviprasad on the status and says the file has been installed. He also notes an issue that he is not clear about but will ask support about.,Suresh asks Richard to insert a file in the PATH/calendar directory to delete links for Portal. Richard says he will do this and also will work on a welcome message. Richard confirms the .htm file has been installed and reports he has turned off the welcome notification and is attempting to modify it.
66,"Subject: srikanth's mailbox|||Nadir: I have removed his access from VPN and network. I also have archived Srikanth's mailbox and removed him from all mailing lists. 1. Do we need to keep his email address alive and monitor it, if so who would be in charge of that? 2. There is an alias called USERNAME@DOMAIN.COM, who will be monitoring this alias? Thank you Nadir|||Prakash: Assign the email box for qabugreview to Rajeev or someone he assigns. No need to keep the personal email box alive.|||Rajeev: USERNAME@DOMAIN.COM will be monitored by Vinayak. Rajeev|||Nadir: OK, thank you. Nadir|||Nadir: I assigned the alias to Vinayak. Thanks Nadir",Nadir says he has removed Srikanth's access to VPN and asks if his email needs to be kept and whether his alias will be monitored. Prakash answers his email can be reassigned and Rajeev says Vinayak can monitor the alias. Nadir thanks them and assigns the alias to Vinayak.,Nadir gives people a heads up that he cut off a former employee who had remote access and wiped him off the mailing lists. He asks who will monitor his email and who will monitor an alias. Prakash responds by naming someone he wants to assign to an email box for the bug review. He believes that the personal email box should become defunct. Rajeev announces that an alias is going to get monitored by one of their coworkers. Nadir confirms that he assigned the alias to the coworker.
67,"Subject: installation guide sizing & kits|||Tamra: Just FYI that Glenn, Debbie and I met yesterday to discuss your proposal to make the installation guide standard industry size which would be easier to read.  We know this size will require an increase in our planned costs for packaging & kitting & shipping, which originally we were trying to avoid to keep our costs down.  We have decided to explore the costs for both size installation guides (standard versus our request to size down) just so we are fully informed to make a final decision on the guide's size.  It may take Debbie another week or so to gather the needed cost data.  We will let you know what the outcome is. Tamra|||Ruth: Tamra, Thank you for taking our input into consideration. Ruth|||Tamra: we only have a choice if Finance will approve either cost :)",Tamra updates everyone about her meeting with Debbie and Glenn about making a installation guide industry size. She says it will have an increase in cost where data needs to be gathered first. Ruth thanks Tamra for considering their input. Tamra quips that Finance needs to approve the cost first.,"Tamra explains to Ruth that she, Glenn, and Debbie met to discuss proposals to change the installation guide, namely that making it a standard industry size will make it easier to read, but that it will require an increase in costs that originally they were trying to avoid to minimize expense. Ruth thanks Tamra for considering their input and Tamra explains that they only have a choice if finance approves the cost."
68,"Subject: java version - 1.3.1i|||Sreenivas: D:\>java -version java version ""1.3.1"" Java(TM) 2 Runtime Environment, Standard Edition (build 1.3.1-b24) Java HotSpot(TM) Client VM (build 1.3.1-b24, mixed mode)|||Sreenivas: HTTP://LINK - if you do this Go to Virtual Machine Settings there should be a setting like below.  I have this.  I am 100% sure that IIS + ServletExec uses this. Current Java VM:  Java HotSpot(TM) Server VM 1.3.1 from Sun Microsystems Inc.|||Carlos: I have IIS and I am running Classic VM 1.2.2 from Sun Microsystems Inc.","Sreenivas emails Srikanth about a Java version and provides a link as well, where a setting is available. Carlos tells Srikanth about the version he is running from Sun.",Sreenivas explains his Java version and links instructions. Carlos explains which programs he has and his Java version.
