,Source,Target,Predicted
82,"Subject: skytel pager|||Richard: David, Do we have a skytel pager around?  I'm looking for something to test alerts.  Or if you can tell me if anyone who has one, we'll work with them. Thanks, Richard|||David: Would a WebLink pager work? If so, I have one.|||Richard: No, I have a weblink pager but it seems to be incompatible. The alert guys (MobileSys) say that my Nextel phone should have an option for 2-way text messaging.  Is there something that's NOT active on Nextel?  I thought that Nextel included everything.  If that was working I could use it.|||David: As far as I know, everything is active, but I'm not familiar with two-way text messaging on the Nextel.",Richard asks David about a Skytel Pager. David asks Richard if a WebLink pager is OK and Richard says no. Richard asks David about compatibility with Nextel.,Richard asks David if they have a Skytel pager to test alerts. David thinks they do. Richard tells David his Weblink is incompatible and they need a Nexel.
83,"Subject: need to have a stable version cut|||Prakash: We need  to stabilize and label a version(in VSS)  that the App. engineers can use for the beta  development work  going on  while the feature additions are going on. As long as the known bugs are documented they should  be able to work with that. Prakash|||Piyush: absolutely... mark is providing one to John. Please enter your bugs in our bug tracking system (bugzilla). If need be we can give a quick tutorial on bugzilla... this will help us great deal in stabilizing the designer code base. Please copy Mark for blockers.. Piyush|||John: Mark requested Donivan to provide us the process to be on a stable load. Donivan showed my team (Lisa, Elba, myself) how to update our Designer load to version 1.22. Donivan also showed us how to enter problem reports into Bugzilla. John",Prakash tells Mark and Piyush a version needs to be stabilized. Piyush agrees and asks everyone to enter the bugs. John gives further details to the agenda.,"Prakash asks Raj for a stable version in VSS to Beta Dev. and Raj replies to use bugzilla, Mark asks Donivan for the process which he then shares with John and Elba."
84,"Subject: offline https testing|||Sharon: Hi Ravi - Yuyu walked Vinayak through the tests he (Yuyu) completed for the jsse feature. It wasn't quite what we expected and definately not what we would have expected to 'test'.  The expectation was that this feature would provide a secure connection between oca and osa .... not simply to be able to run https ... Can you let us know where this feature stands? thanks, sharon|||Ravi: My understanding is that this will be coded but not necessarily tested. We can test this when we certify. Ravi|||Rajeev: Sharon, You write ""The expectation was that this feature would provide a secure connection between oca and osa .... not simply to be able to run https ..."" I am not up to speed on this one. Why do you claim that it does not provide secure connection? Also the issue that Srinivas brought up needs to be resolved. I had asked him to log a bug so that we can track it. Please get in touch with Ravi so that he is aware of the problem. Rajeev|||Vinayak: Ravi, I just want to make sure. As per My last discussion with Nihar, We are not supporting https connection between EMSAdapter and EPServlet in 3.5. Is this true? regards, vinayak|||Ravi: There shouldn't be a problem with https connection between EMSadaptor and EPServlet. My mail talks about https connection on the device. We need to certify with insignia to have this. Ravi",Sharon asks Ravi about a test. Ravi answers Sharon's question. Rajeev updates Sharon about an issue. Vinayak asks Ravi a technical question and Ravi answers.,Sharon mentions Yuyu tests are not as expected. Ravi responds they will not be tested yet. Other questions and answers are delivered without reaching a specific conclusion.
85,"Subject: interactive.. ad.. for delirium and sun|||Toni: Hi Helen, Ok.. left a message with Phil or Pil (not sure of his name).. but I'm on it.. Waiting for him to call me back so I can discuss details.. **We should allow both Sun and Delirium 1/4 of the reprints for their own use.. should they need it. Total reprints are 7,500 copies. Shawn:  I know I'm being a pain.. but have you heard anything from Sun yet? **We do have an extension of Friday 8/18 to get all 4-color film in, and both Sun and Delirium will be billed for the $27K amount.. once they both commit. :) This is what Barry sent me earlier.. Toni|||Shawn: I spoke Barry today re: the extension -- this gives us a little time to find the appropriate contacts within Sun to get the information and approvals needed to proceed. We will not get all of the required info. from Sun today. I will make sure that Sun is aware of our deadlines and get the commitment once we identify the responsible stakeholders within Sun. Regards, Shawn|||Toni: Ok.. great.. Maybe when you've got a minute.. you can fill me in with what we're planning to do with the Sun CD.. Sounds like we won't have a demo yet.. but I think we should have some collateral in there.. The question is.. is it EP general or EP and Sun partnership collateral?  Let me know when you've got a few minutes to discuss.",Toni updates Helen on details for an ad and asks Shawn for updates. Shawn updates Toni about an extension. Toni would like to talk to Shawn about a collateral.,Toni is left messages with Pil to discuss details about Sun and Delirium. Toni has an extension to get all 4-color film. Toni wants to sync up about a plan.
86,"Subject: i-drive leads|||Matt: Hi Meshele, Mitch and I discovered a duplicate lead for i-drive.  The original lead, created by Laura on 11/08/00, was forecasted and last modified by you on Feb 15.  The duplicate was created by you on 2/15/00, same lead detail, but a different contact.  We added your new contact to the forecasted lead, made him the primary contact, and then changed the status of the new lead to ""Closed-Duplicate"",  We then reassigned the original lead from Laura to you, so the forecasted lead will now appear on your forecast. Please contact me if you have any questions. Matt|||Meshele: thank you thank you thank you - Brett told me this is what I had to do when I asked him how to delete a duplicate lead- I didn't have the heart to start...|||Matt: Always at your service...",Matt lets Meshele know him and Mitch made a lead and Meshele is a new contact. Meshele thanks Matt and adds details. Matt says he is always here to help.,Matt tells Meshele about a duplicate lead he and Mitch found for i-drive and adds that they've made corrections. Meshele thanks him and he replies that he's always there to help.
87,"Subject: simulation and ice browser|||Srikanth: Steve The integrated simulation and Java script project require's a decision to be made. There are no simulators available today with command line options.  As a result we will have to write our own html browser for the HTML based devices. - Do we use the ICEbrowser for this ? - java based. - easier to integrate - cost (unknown, heard some high estimates, need to confirm) - use ICE browser for simulation and then later replace our IE browser with this as well.  Using ICE browser will make the relative URL java script problem a non issue. - One can use IE for simulation ? - this will require activeX and we will be introducing more C++ dependency. - more work than ICEbrowser If a long term goal is going to be make the EMDS completely java based then we might want to start migrating to ICE browser. RItesh would require a decision from me.  I am leaning towards ICE browser, if the cost is not too prohibitive. Thanks Srik|||Steve: Srik, The list price for source is $60,000 PLUS a minimum of $5,000 per customer. Yikes. We'll have to negotiate.|||Srikanth: Steve, That is a lot of money.  I went and spoke after this with Ritesh and Tony after this. Tony suggested another option for the next release perhaps we'll just use IE from the command line.   This will not be a ""tight integration"" but it will serve the prupose.  It does appear that the user will eventually still want to use the actual emulators shipped by the device manufacturer's. We'll design the framework such that the user's can plug in their choice of emulators and if they can't be started from the command line, we'll make it easy for them to get the start URL.  Hopefully in the future they can be started from the command line. Thanks Srik|||Steve: Srik, Before you shut out this alternative, please tell me the price you think would be acceptable. It's worth going to them and making a ""take-it-or-leave-it offer. I can help figure out the right price if you want to come by and talk. Thanks. \Steve",Srik tells Steve a decision needs to be made and gives his opinion. Steve says the price is high. Srik agrees and finds a different alternative. Steve wants to negotiate.,Srikanth would like a decision to be made on whether to use an IceBrowser or IE. Steve expresses concern about the high cost of the IceBrowser.
88,"Subject: testing mpharma.|||Amitabh: michael/geoff/sreenivas how many siebel epharma installations do we have? i want to test out on an epharma machine w/ a new account...if everyone is using sadmin the behavior will be confusing for synchronization. geoff/sreenivas, what are you using now? amitabh|||Sreenivas: I believe we have only one account, SADMIN/SADMIN.  This is the one I am using. For ePharma - I am going against - Toronto Server For FFA - I am using the Sanjose Server. Sreenivas|||Geoff: If you go against the server on qatest01, you should be able to use sporter/sporter.|||Amitabh: this does not include the toronto machines, right? can we have all the siebel servers listed and what's being used for what purpose?|||Amitabh: michael, is qatest01 working? sreenivas says it isn't working, and he is using the server in toronto -- d2300it2.",Amitabh asks Michael/Geoff/Sreenivas how many installations are there. Sreenivas answers him. Geoff provides technical details. Amitabh asks about some details and double checks something with Michael.,Amitabh consults his team to find out account information when he wants to test out an epharma machine. The team figure it out.
89,"Subject: japan customer issues|||Divakar: Raiv,Srik, 4.6: Following bugs needs to be resolved, need to decide on when the SP3 is scheduled ? We need to agree on a specific date for the team to work with the customers. 6865: NTTE requires it, needed by this Friday, 2/21. No work around available. 6862:  Japanese Railways/NTTE,  facing the nested switch-case problem,  have a work around using Java, but Its difficult for partners  to develop without using this feature. 6767: Fixed in today's build 6868: Blocker, installer fails to deploy on iPlanet. 6864: NTTE, needs to be reviewed by R&D 6697 and 6871: Needs to be reviewed by R&D 4.5: AIU needs the latest 4.5 build including the patches ? Thanks, diva.|||Manabu: Divakar, Thank you for follow up. SP2(build111) uses fullinstaller, not Patch installer. After we ship the SP2, we need the patch installer, such like 3.5 service pack. Thanks, Manabu|||Sreenivas: Srik, We haven't focused towards testing Online Platform in earlier releases (except Javascript, HDML & Frameset).  Most of these bugs are from Online platform EMAS runtime issues.  These are bugs which are not covered by EMAS Automation Suite also.  I have been looking into these.  I am trying to find the fixes and automate into EMAS test suite.  EMDS will be automated wherever possible. Thanks Sreenivas|||Sreenivas: Here is my plan of action. 1) I will talk to Tony and Krishna to get a feel of the new bug fixes and features that are being added to the product.  And their importance / depth of testing.  Find out the effects. 2) I will look at all the bugs and requested features for EMDS and EMAS to reproduce and automate 3) I will update the QA team, Rajeev & Ravi on these. I already talked to Ravi and he says not all of these are bugs, most of them are newly requested features.   We have to probably keep track of our feature list and update every now and then in order to find more bugs in customer areas. Sreenivas|||Manabu: Divakar, US made build113 which is fullinstaller. Please tell me base fullinstaller build number as soon as possible. Because we release 4.6 fullinstaller to Japan's customers this week. Afterward, we can provide only service pack. Thanks, manabu",Diva tells Raiv/Srik about bugs that need to be fixed. Manabu and Sreenivas add technical details. Sreenivas gives a plan. Manabu asks Divakar about a number.,A date needs to be decided for SP3. Bug resolution not covered by EMAS Automation Suite. Discussion to check the new bug fix details and effect has started.
90,"Subject: online help|||Jacinda: Ruth, For ERT, the help should be accessible in the following ways: *	Help Menu-Contents *	Help button on dialogs *	Context-sensitive (F1) *	Tool tips If this is to be the case, ERT will need to be redesigned to add a help button to all dialogs. Engineering will also be responsible for providing the tags needed to link the help to the product. --Jacinda|||Deviprasad: Jacinda has latest online help. I believe it needs to be checked in for this release. Please let me know if it is okay to check in this stuff. Thanks, Devi|||Srikanth: Wilhan Please open the licensing branch to these checkins. Thanks Srik|||Wilhan: Now its open for checkin...",Jacinda gives Ruth a list of how help is accessible. Devi tells everyone Jacinda has help . Srik asks Wilhan to open a licensing branch and Wilhan does.,Jacinda provides a list of access points for help regarding ERT. Srikanth asks that Wilhan open the licensing branch for these checkins.
91,"Subject: outstanding p5 bugs for 2.5 ga as of 1/4/2001|||Srikanth: Hi Find attached the outstanding bugs as of today.  Please be advised that if you intend to change a bug to either P4 or P3 it must go through Howard and myself.  The plan is to have all bugs fixed by COB Friday for the next code drop to QA. Thanks Srik|||Srikanth: i guess the bug can be marked as resolved.  be sure to ensure that the correct version of the browser is referenced in the final release notes. i don't see why we should test with the old versions of the RIM browser especially when we know it is not working. thanks srik|||Howard: Srik, This becomes a support issue at this point.  They will get calls about the Neomar browser on the RIM not working, and they will need to instruct users to upgrade. -Howard|||Howard: The only concern I have about us in R&D making this call is that marketing should buy in to it as well.  It may turn out that the old browser is available on 99% of the devices, and that people don't like to upgrade and that RIM won't be shipping the new browser on devices until Q2, 2001. Just something we should check on. -Howard|||Srikanth: Rosh Can you provide me the details of the old browser and the new new neomar browser ?  I can then contact the PM team. Thanks Srik",Srik shows everyone some bugs and notes one bug is resolved. Howard says it becomes a different issue and adds one of his concerns. Srik asks Rosh for technical details.,Srikanth tells the recipients (R&D team and testers) not to change a bug to P3 or P4 without his approval. Srikanth also advises the team to use the current browser.
92,"Subject: r2 scripting issues|||Carlos: Prakash, I have logged the R2 Scripting bug in the external bugzilla. Bug Number: 112 URL; HTTP://LINK Text on bug: Please see attached logs. Here is the error I get at Biogen: ""The Operation is not allowed when there are no records displayed. Please execute a query that returns at least one record or add a new record."" San Jose Comments we are getting the same scripting error in San Jose Carlos|||Amitabh: R2 seems to be giving problems even in the thick client. By default, there are no records displayed for contacts. Only if you hit all contacts query, do you see the records. Also, if you add a new record, you are not allowed to see its details...something like permission denied.|||Carlos: Amitabh, try using DTADMIN/DTADMIN. I also get the null query for Contacts.|||Carlos: Amitabh, could this be because we are trying to search for data in a BC that has no data? The problem happens in Action_Status",Carlos updates Prakash on a bug. Amitabh offers tech support and lists an issue. Carlos tries to help Amitabh and lists a possible reason for the issue.,Carlos tells Prakash of the R2 scripting bug. Amitabh confirms and tries his own solution. Carlos asks Amitabh about the problem.
93,"Subject: need moving boxes|||Craig: Mark, (anyone in ops), do we have any moving boxes?  I'll need like 4-5 of them to assist in getting the little things out of exodus (cables, etc...) Thanx alot ""rm -Rf PATH/laden"" Craig|||Mark: I have boxes.  I will bring them up today.  How soon do you need them? Mark|||Craig: Sometime before you leave on vacation would be great.... Thanx alot Craig|||Mark: Craig, Do you still need moving boxes.  I can put some in your office today if you do.  Sorry I forgot to get those to you before I left last week. Mark",Craig asks Mark/Operations for moving boxes. Mark says he has them and asks Craig when he needs it. Craig gives a timeframe and Mark asks if Craig still needs them.,Craig needs moving boxes for a project. Mark says he has them. Mark asks Craig if he still needs them.
94,"Subject: l-mode support|||Hideki: Hello, Sorry for delayed reply. We tested TMTDW application. When I invesigated the difference between i-MODE and L-MODE based on TAG REFERENCE document, I just found  issue below only. 1. HREF=""FAXTO:number"" This can be achieved using ""passthrough feature"" in current EMAS. 2. H1-6 I would like to check which level of H tag is supported in i-MODE. L-MODE can put up-to level 6, ""H6"". For example, <h4 align=""center"">--</h4> is not working in SP9. 3. Packet size NTT-E recommend to use 5K as maximum. 4. USER-AGENT string. User-Agent:<SP>L-mode//1.0////  where <SP> is half space. In summary, we don't need to touch EMAS/EMDS to support urgently. If possible, we just include MAX_PACKETSIZE parameter and L-Mode User-Agent to be default handling of EPServlet. I would like to discuss this issue tomorrow. Hideki|||Rajeev: Ravi, Can you through some light on the l-mode investigations that are done by Hideki. [As per Hideki all L-mode documentation are in Japanese] *	Where all can one specify the MAX_PACKETSIZE attribute? -ini file, screen, application etc? *	Can you look into the <H> element support in i-mode? *	What do we have to do with User-Agent if  we are to use the existing product, say SP10, to generate L-mode applications? What if we want the EMAS server to host both i-mode and L-mode applications? Rajeev|||Ravi: MAX_PACKETSIZE can be specified at the application level and in the file. Currently <H> is stripped for i-mode but we can add support easily for this. To recognize i-mode devices, we have to modify epservlet code. But this is a small effort. Then we can host both i-mode and L-mode devices using same server.|||Rajeev: Any update on this from the Japan team?",Hideki provides results from a test and would like to discuss with everyone. Rajeev asks Ravi to provide details and Ravi responds. Rajeev asks Glenn for updates from Japan.,Hideki provides an itemized list of issues to address for applications using L-Mode. Rajeev and Ravi discuss the provided issues.
95,"Subject: idc communications meeting - feb 6th|||Lisa: Glenn, We had our first official communications meeting last night with IDC.  Venk presented the material he covered here in the US a couple of weeks ago about the quarter, goals and the positioning statement. Their request for our next meeting was to have you present what is happening with the product roadmap.  Could you be available at 7:00pm on Feb 6th for this meeting? Please let me know. Thanks, Lisa|||Lisa: They haven't seen anything on what is being planned for future releases of the product, so this should be covered.  They also like to hear about the competition and how we're differentiating ourselves.  If we cover these two topics I think it would be very informative. Divakar, any other suggestions?|||Divakar: Glenn, What Lisa described is fair, roadmap, market positioning, competition. Team here is often listing to techies, your presentation will give us a different perspective. Thanks, diva.",Lisa summarizes a meeting to Glenn and asks him to be available. Lisa adds some details and asks Diva for suggestions. Diva gives his suggestions to Glenn.,Lisa is telling Glenn that he needs to prepare and present for a meeting. Lisa also asks Divakar for suggestions. Divakar tells Glenn what he needs to do.
96,"Subject: new copy for the website ~ to review|||Jaime: Barry; Below are links for the new copy that ryan developed (and then I did ""some"" editing, mainly on the bullet points) for the web. I gave him specfic pages to review and edit and then gave him directions to update the content based on our current messages. I am letting you review the content first and then as per your last instruction to me, I will input your edits and forward it to Glenn. (Doesn't Matt need to review too?) Will you please let me know what you think your time frame will be for completing the review. Additionally, the FAQs need to be edited and updated. Is this a job for you? Alex? Who would you advise. Please note, that as per our last discussion about the website copy, this can be considered our Q12001 quarterly copy review and update. See me if you have any question or concerns. thank you jaime|||Ryan: i like what you did with the layout of the bullets and customer quotes.  it looks great visually.  hopefully barry likes copy... btw, what happened to the mission page? ryan|||Jaime: oops! forgot that one. will send that addition to bp. glad you like it, so do i. One step closer to a new site. bp will not be able to look at it till next week, hurry up and wait. i am beginning to feel like you are feeling, or at least how you expressed yesterday. if you get a chance will you ping marilisa and be funny with her. she needs it, but don't say i said so. hope all is well, looking forward to seeing you and your tan tomorrow. jm|||Barry: Quick look on the first one.  We DO NOT have any voice applications deployed anywhere.  I am not sure where the reference to E*TRADE and SSA comes from WRT voice, but it is inaccurate.  Please make sure and not use these references anywhere else. I will go through it in detail, but just wanted to make sure we do not propogate that message. Barry",Jaime provides Barry with links to a website. Ryan gives his approval and asks a question. Jaime thanks Ryan and reaches out. Barry gives his feedback.,Jaime forwards new website content for review. Content is generally well-received. Barry points out inaccuracies about voice applications.
97,"Subject: parnian kaboli stock options|||Michelle: Hello Can you please tell me what the status is on her stock options since termination? I believe she was going to vest a certain portion and we were going to repurchase the rest? Thanks Michelle|||David: Until she signs her agreement she doesn't have anything. If she does she gets 1,750 accelerated. To exercise she would have to pay $5,367.05 (Exercise price plus interest). The remaining 12,250 should be cancelled effective March 9, 2001.|||Michelle: I wanted to confirm the following amount with you.... Exercise price of 1,750 shares = $ 5,250 Interest Accrued on Loan         = $  177.05 Total Amount Owed                    $ 5,427.05 Please let me know if I gave you a different amount for interest before but I went back over my numbers and the above is what I came up with. Was there another change in interest I am not aware of? Thanks for the help! Michelle|||David: The number of $5367.05 was based on what you gave me. I may have interpreted wrong but the number is what is in the agreement and the number we need to go with. She did sign her agreement but now has six days to revoke before we pay her anything.",Michelle asks David about a terminated employee's stock options and David confirms some details. Michelle then asks about other details and David tries to sort it out.,Michelle asks David about another employees stock options at termination. David responds with detailed information about the stock options. Michelle corrects some of her information. David reiterates the information.
98,"Subject: follow up - yesterday's meeting|||David: Thanks for our meeting yesterday, everyone.  As a followup to our discussion, here's what we agreed to: 1) Channel marketing and programs will be run by Barry 2) Toni is responsible for channel programs which includes: managing the partner section of Channelwave, field sales engagement with partner sales, EWRP program and execution/participation at partner events. 3) Emma is responsible for channel marketing which includes: planning and defining the messaging, advertising, collateral and events - tradeshows, seminars, CxO breifings, etc.  Emma will also help in the execution of the events. 4) Toni's MBOs will be co-developed and reviewed by Barry and David 5) Toni will receive direct day-day guidance and management by Barry Did I miss anything?  Let me know. Thanks everyone.|||Toni: Thanks David, That's what I understood. Emma and I will be meeting today to discuss event coordination in moving forward. Toni|||Toni: Oh.. ok.. so that now means that I shouldn't expect to hear anything from Barry to confirm and sign off on the new MBO's until he meets with Helen next week. Barry:  Please just let me know when you're ready to move forward on this.. Thanks. Toni",David gives his team minutes on the meeting earlier today. Toni says thanks to David and says she will meet with Emma. Toni asks Barry when he can move forward.,David lists the guidelines from a meeting. Toni replies that she will discuss events with Emma. Toni then adds commentary.
99,"Subject: latest func spec and install related error messages|||Srikanth: All Thanks to Praveen, the latest func spec has been checked in to VSS.  The error messages have also been checked in.  The func spec is now improved to include ALL the relevant info about the install.  The messages and prompts have been cleaned up.  the screen shots updated. I request everyone (DOC and QA) to review this.  There was a recent bug fix to install pertaining to persistence, which adds a checkbox to the database panel. Thanks Srik|||Howard: Srik, While this is a big improvement, I'm pretty sure the file list is not accurate.  Here are some examples: *	Some listings still simply say ""all the files in this directory"" *	There are subdirectories, and it isn't clear if some files are in the directory specified, or in a sub-directory. *	In the Admin tool section, it says the epservlet.ini file is copied.  This seems like a mistake. -Howard|||Om: Praveen, Please two observations: 1. Change the title of the FS from ""AvocadoIT installation phase-II"" to ""Installation Release 3.0"" 2. Also please update History as and when you are changing the doc. Thanks Om|||Praveen: Srik, I updated the Func spec with the suggestions of Howard, and its very difficult for me to include all the file names in the sub sub folders of the build in the FS. I just specified what are the main files copied to the particular folders and the files generated by the Installer during installation.  I think this is fine. Thanks Praveen",Srik updates everyone on a spec and asks everyone to review and give feedback. Howard notes some issues. Om gives Praveen feedback. Praveen tells Srik his way of updating.,Srik details some bug fixes to Install and asks that everyone review. Howard notes some errors in the files. Praveen tells Srikanth he updated the Func spec.
100,"Subject: quicken usage reports|||Darshan: For Palm Usage:  When we initially deployed Quicken it did not send the deviceID value.  Now, users with an updated PQA do pass the Device ID value.  Since both PQAs are active, can you make sure that our usage reports still grab all the usage data regardless of deviceID value?  I don't see any deviceID with values of Null or Blank in the report (and I'm not sure what is displayed when a blank deviceID is passed), but wanted to make sure we aren't filtering out any actual usage because of the deviceID problem. Please let me know if this isn't clear (even sounds a little tricky to me). Thanks. Darshan|||Hung: Darshan, Is this gonna be the weekly report that we normally send to customers or this is for internal purpose.  Please confirm. Hung|||Darshan: Weekly report.  We want to make sure the weekly report is capturing all the appropriate usage regardless of deviceID.  Thanks.|||Hung: I am still not clear whether this set will be used and sent to customer regardless of the deviceid value.|||Darshan: Yes, it would be sent to the customer.  I don't feel confident that our filtering mechanism can tell the difference between garbage hits and real ones since deviceID being blank does not distinguish between the two.  Do you have knowledge on how any usage that does not show up in the reports is filtered out?  If we can't clearly tell, I much rather give the customer all the usage and they can then determine the test hits based on the information in the report. Thanks. Darshan",Darshan asks Hung/Steve about usage reports. Hung confirms a detail with Darshan. Hung is confused about another detail which Darshan confirms.,"Darshan requests that a weekly report be able to capture all usage in order to send to customers, regardless of deviceID."
101,"Subject: module 3|||Dean: Doug, Here's some of what I have for Mod 3. I have more concepts and things I want to add either in my head or on my hard drive. For future reference I work better when I am able to complete these modules prior to showing them. I typically have a lot thoughts that get on paper and get revised and erased a few times before its ready for prime time. I'm on the hook for these modules and you'll will have to trust that I know what I am doing and will deliver. Thanks, Dean|||Dean: Doug, Here is Module 3 with you edits incorporated and Quiz added. Can you edit answer key? I'm not sure how you got the check marks to appear. Also can you provide feedback on whether the questions are to easy. Thanks, Dean|||Doug: Thanks and I will be happy to edit the Answer Key. The check marks may be obtained by right-clicking on the line and selecting Bullets and Numbering ... Since they don't always appear sometimes you have to go on to Advanced, I think. Doug",Dean gives Doug a summary of Module 3 and asks him for help/feedback. Doug says he will and gives a technical tip.,Dean tells Doug what he has for Mod 3 and then asks if he can edit the answer key in Module 3. Doug says he will.
102,"Subject: sales data ui|||Diana: Prakash,Srik, The attached document contains screen shots of the current Sales Data template. I have not been able to populate the template with actual data. Please review.  I will be sending this to Melissa.|||Diana: Hi Melissa, Under the Sales Data section in the Application Design Documentation, there are two fields at the bottom marked in red.  The Primary Record for Account and the Primary Record for Contact.  They map to Primary Rating - Biogen for Account and Primary Rating Id - Biogen for Contact.  I have included them since they each had a display name. Did you include these fields for mapping to the primary records?  If so, I'll remove them from the templates.|||Diana: Sorry, I had originally intended to cc Prakash and Srik on this e-mail.  But I was talking to Richard and cc Richard instead. I guess one can only multitask so much.. :)|||Srikanth: Melissa As always, when we have the approved/finalized screenshots for the Sales Data UI please add it to the design doc you are maintaining. Thanks Srik|||Diana: Melissa, Did you want these fields downloaded for filtering purpose?  If you do not want them to be displayed, here are the templates again with the Primary Record field removed. Ba would probably be best to answer what kind of values this field might have. Diana",Diana updates Prakash/Srik about a sales data document she is sending to Melissa and asks Melissa a question. Srik gives Melissa more details. Diana asks Melissa another question.,Diana is discussing a UI template with Melissa. Various details about the individual fields of the chart. Diana wants to make sure the screens are right for Melissa after her edit.
103,"Subject: north america business plan review|||George: team, attached for your info and review are the macro assumptions for the north America revenue plan and financial results for the company presented in the 2PHONENUMBER budget. the plan reflects and attempts to incorporate views from the entire senior management team. I look forward to your comments at our meeting this coming Thursday. our agenda will be first to review the product roadmap (glenn to lead the discussion) and then to discuss the attached macro assumptions  (marie to lead the discussion). the output of the meeting is for us to reach a buy-in on both points.  thank you in advance for your contributions in the meeting. the meeting will start at 8:30 and we should be done prior to the end of business. Gene and Richard, thank you for traveling.|||Marie: To clarify George's comment regarding the meetings Thursday and Friday,  you should plan to meet with us all day on Thursday, and keep Friday open in case we need additional time to close on our plan at the end of the day Thursday.  I appreciate that this is a big commitment of time for everyone, but it's an important part of the process.  Thank you for your cooperation. Marie|||David: For our discussion either today/tomorrow.  Please review partner projections.  This is what we will be measured on.  Thx.|||Venk: All of biz dev headcount should not be reveneu centric. Some of it should be focused on strategic activities such as interaction with middleware and apps server vendors as well as device, op. systems, and browser guys. Perhaps 70-30 is the right ratio for revenue vs non revenue activities. Venk",George attaches a business plan for the team and asks for feedback and a meeting. Marie confirms the meeting. David gives a criteria and Venk provides goals.,"George passes along information about a business plan meeting. Marie passes along additional scheduling information. David, Venk and Glenn each gives suggestions about the meeting."
104,"Subject: ert tracing mechanism|||Mark: In order to properly trace intermittent bugs, we are implementing the tracing mechanism: We should be tracing the following items: 1.  Renaming/deleting/Adding steps, screens, dialogs [Shashi is owner] 2.  adding/deleting links (tracing of the node links) [Shashi is owner] 3.  whenever next part on all panels are modified (optionlist/ switch) [Shashi is owner] 4.  PATH/applying a panel [Shashi is owner] 5.  current dialog [Tony is owner] 6.  database operations [ Tony is owner] Beefing up the tracing mechanism. [Devi is owner] Timestamp	context		message [dialog]:[screen]:[step] [dialog]:[screen] Browser - implementing tracing mechanism between the ie browser thread and swing thread. [Mark is owner] Mark|||Shashi: Devi is also responsible for number 4(opeing/closing/applying a panel ) as we discussed yesterday.|||Deviprasad: yes, i have that on my list. devi",Mark discusses a new tracing mechanism for bugs and provides a list of items. Shashi specifies Devi is responsible for an item and Devi confirms.,"Mark tells Engineering that a bug fix is delayed, they are fixing a trace mechanism to address it. Shashi points out that Devi is assigned a job. Devi affirms."
105,"Subject: migrating to installanywhere - proposol to glen.|||Rajeev: Glen, Migration to InstallAnywhere buys us some key advantages i.e. not requiring JRE to be installed before running the install, HP support, NT service manager integeration. However, I am not clear on the cost front - (development, documentation, QA etc). Does the Cost that Praveen gave for development (25 days) cover the japanese install and the service pack install changes? Also, 4.0 release is quite different and may require significant changes in install - at which point we can plug in the the installer. Since the move to upgrade the installation is a ""Nice to have feature"" I like to punt on this and have people focus on 4.0 installation issues. In 4.0 we will use installAnywhere. What are your thoughts? Rajeev|||Glenn: I understand the JRE issue, but am not clear on what it buys us in terms of HP support and NT service manager integration. How do we install on HP today and what additional benefit will InstallAnywhere provide for the HP platform? What additional benefit does it provide for NT service manager integration? From the information provided below, I agree that there isn't enough incremental benefit to do this for 3.5, but I'd like to understand what the benefits / costs are to make a well informed decision. Glenn.|||Rajeev: Glen, Can you drive this issue. Wilhan and Praveen can provide you with all the information you need. I have forwarded you the information that Praveen had e-mailed earlier (seperate thread) on the benifits of installanywhere versus installshield. Till the decision is made we will not start work on this activity for 3.5. Rajeev|||Praveen: Glenn/Rajeev Currently for HP installation we are following these steps 1.  First installing on any of the unix system and then make a tar file of the build 2.  unjar the tar file on HP system, and manually editing all the INI and BAT files. through InstallAnyWhere we can directly run the Launcher(executable) on the HP-UX system. and for NT Service Manager: Through InstallAnyWhere we can start, stop and pause any of the NT services and you can create the Services also.  with 3.5 release Admintool team is planning to install Admin as a service on NT. And even you can run any of Shell Scripts during installation. Thanks Praveen",Rajeev gives Glenn his opinion about a migration. Glenn would like to know more details. Rajeev asks Glenn to take the lead. Praveen provides technical details for installation.,Rajeev wants to migrate which could save some money. Glen responds with what he is and is not clear on.
106,"Subject: internal project issues, gap and risk tracking|||Richard: Attached is a spreadsheet which documents the initial issues, gap and risk tracking. Issues - ongoing tracking of project issues. Some are reflected externally. Gaps - gaps in application or product based on experience from prior projects. Gap analysis is up front activity. Not reflected externally. Risks - ongoing tracking of project risks for escalation and mitigation. See project charter. Some are reflected externally. I have put in some examples of the types of things to think about, they may or may not be applicable. The file is maintained on the network in the project folder.|||Amitabh: I think this document is missing many issues that need to be tracked.... I suggest we have only one document that we each track .... we need to add issues for shipping, business component information for address etc.|||Richard: This document was not intended to capture everything at this time, only to serve as the starting point. The issues I've entered are examples, please update the spreadsheet with those issues you have mentioned or edit/delete the existing ones.|||Amitabh: I have combined everything into one document. I will add some more issues later tonight.",Richard attaches a file about project issues. Amitabh gives his feedback. Richard asks everyone for feedback and Amitabh confirms he has combined one document.,Richard emails group chat a spread sheet of project issues. Amitabh writes back asking to only use one document with all issues. Richard says he provides examples.
